1.000000,0.617571,0.456522,0.536150,0.238095,0.000000,0.000000,18.000000
1.000000,0.728682,0.646739,0.589736,0.208333,0.000000,0.000000,15.000000
1.000000,0.645995,0.565217,0.516870,0.178571,0.000000,0.000000,18.000000
1.000000,0.609819,0.565217,0.516019,0.238095,0.000000,0.000000,16.000000
1.000000,0.604651,0.510870,0.520556,0.148810,0.000000,0.000000,17.000000
1.000000,0.932817,0.826087,0.773462,0.119048,0.000000,0.000000,15.000000
1.000000,0.997416,0.945652,0.777148,0.059524,0.000000,0.000000,14.000000
1.000000,0.961240,0.918478,0.765240,0.029762,0.000000,0.000000,14.000000
1.000000,1.000000,0.972826,0.797278,0.119048,0.000000,0.000000,14.000000
1.000000,0.832041,0.782609,0.634250,0.029762,0.000000,0.000000,15.000000
1.000000,0.813953,0.673913,0.552878,0.119048,0.000000,0.000000,15.000000
1.000000,0.702842,0.619565,0.565920,0.000000,0.000000,0.000000,14.000000
1.000000,0.857881,0.565217,0.609016,0.089286,0.000000,0.000000,15.000000
1.000000,1.000000,0.972826,0.417635,0.119048,0.000000,0.000000,14.000000
0.200000,0.116279,0.266304,0.215197,0.416667,0.000000,1.000000,24.000000
0.600000,0.335917,0.266304,0.345903,0.446429,0.000000,0.000000,22.000000
0.600000,0.338501,0.277174,0.329175,0.446429,0.000000,0.000000,18.000000
0.600000,0.341085,0.211957,0.276155,0.476190,0.000000,0.000000,21.000000
0.200000,0.074935,0.228261,0.146583,0.386905,0.000000,1.000000,27.000000
0.200000,0.074935,0.000000,0.062943,0.744048,0.000000,0.500000,26.000000
0.200000,0.108527,0.222826,0.300255,0.565476,0.000000,0.500000,25.000000
0.200000,0.100775,0.239130,0.231642,0.386905,0.000000,0.500000,24.000000
0.200000,0.093023,0.266304,0.216048,0.565476,0.000000,0.500000,25.000000
0.200000,0.136951,0.364130,0.176070,0.267857,0.000000,0.500000,26.000000
0.600000,0.338501,0.239130,0.293451,0.416667,0.000000,0.000000,21.000000
1.000000,0.754522,0.918478,0.851148,0.357143,0.000000,0.000000,10.000000
1.000000,0.617571,0.836957,0.783385,0.416667,0.000000,0.000000,10.000000
1.000000,0.645995,0.891304,0.785086,0.327381,0.000000,0.000000,11.000000
1.000000,0.609819,0.798913,0.884321,0.625000,0.000000,0.000000,9.000000
0.200000,0.074935,0.228261,0.146583,0.386905,0.083333,1.000000,27.000000
0.200000,0.186047,0.239130,0.184576,0.446429,0.083333,0.000000,28.000000
0.200000,0.116279,0.266304,0.174369,0.357143,0.083333,1.000000,25.000000
0.600000,0.423773,0.293478,0.289481,0.297619,0.083333,0.000000,19.000000
0.600000,0.405685,0.320652,0.517720,0.446429,0.083333,0.000000,16.000000
0.600000,0.470284,0.293478,0.486532,0.446429,0.083333,0.000000,17.000000
0.600000,0.470284,0.228261,0.478877,0.446429,0.083333,0.000000,19.000000
0.600000,0.423773,0.293478,0.474908,0.446429,0.083333,0.000000,18.000000
1.000000,0.728682,0.646739,0.736036,0.238095,0.083333,0.000000,14.000000
1.000000,0.857881,0.701087,0.808336,0.208333,0.083333,0.000000,14.000000
1.000000,0.731266,0.581522,0.720442,0.327381,0.083333,0.000000,14.000000
1.000000,0.645995,0.565217,0.703998,0.297619,0.083333,0.000000,14.000000
1.000000,0.813953,0.728261,0.947547,0.208333,0.083333,0.000000,12.000000
1.000000,0.857881,0.673913,0.888290,0.238095,0.083333,0.000000,13.000000
1.000000,0.857881,0.701087,1.000000,0.238095,0.083333,0.000000,13.000000
0.600000,0.490956,0.347826,0.382478,0.327381,0.083333,0.000000,18.000000
0.200000,0.186047,0.141304,0.225404,0.654762,0.083333,0.000000,22.000000
0.600000,0.470284,0.293478,0.473207,0.416667,0.083333,0.000000,19.000000
0.600000,0.470284,0.228261,0.432662,0.386905,0.083333,0.000000,18.000000
0.200000,0.139535,0.217391,0.172101,0.357143,0.083333,0.000000,23.000000
0.200000,0.124031,0.239130,0.144599,0.357143,0.083333,0.500000,28.000000
0.200000,0.028424,0.130435,0.130706,0.684524,0.083333,0.500000,30.000000
0.200000,0.051680,0.163043,0.128154,0.386905,0.083333,0.500000,30.000000
0.200000,0.007752,0.103261,0.045364,0.654762,0.083333,1.000000,31.000000
